,tweet_id,user_handle,tweet_text,candidate,party,retweets,likes,sentiment,date,time,tweet_length
586,587,@policyPro10,Kamala Harris is rolling out new education reforms aimed at inclusivity.,Kamala Harris,Democratic Party,80,310,positive,2025-02-28,09:15:50,72
587,588,@marketMover10,Trump's trade agreements are boosting certain American industries.,Donald Trump,Republican Party,90,400,positive,2025-02-28,10:05:35,66
588,589,@indieInsight10,Robert Kennedy is working to unite various voter factions.,Robert Kennedy,Independent,28,105,neutral,2025-02-28,11:45:25,58
589,590,@libertyVoice10,Chase Oliver's advocacy for free speech is gaining momentum.,Chase Oliver,Libertarian Party,50,170,positive,2025-02-28,12:50:50,60
590,591,@user1084,Kamala Harris's healthcare policies are making significant impacts.,Kamala Harris,Democratic Party,85,330,positive,2025-03-01,08:25:20,67
591,592,@taxWise9,Trump's tax reforms are encouraging business investments.,Donald Trump,Republican Party,95,420,positive,2025-03-01,09:40:55,57
592,593,@greenVision9,Jill Stein envisions a sustainable future with green technologies.,Jill Stein,Green Party,70,230,positive,2025-03-01,10:30:40,66
593,594,@neutralPulse9,Robert Kennedy maintains a balanced stance on controversial issues.,Robert Kennedy,Independent,22,95,neutral,2025-03-01,11:55:15,67
594,595,@freedomAdvocacy8,Chase Oliver is a strong advocate for individual rights and freedoms.,Chase Oliver,Libertarian Party,45,150,positive,2025-03-01,12:40:45,69
595,596,@user1085,Kamala Harris is a symbol of progressive leadership.,Kamala Harris,Democratic Party,95,360,positive,2025-03-02,08:50:30,52
596,597,@econTalk8,Trump's economic strategies are showing mixed results.,Donald Trump,Republican Party,100,440,neutral,2025-03-02,09:15:55,54
597,598,@greenFutureNow8,Jill Stein's solar projects are leading the way in renewable energy.,Jill Stein,Green Party,75,240,positive,2025-03-02,10:05:30,68
598,599,@indiePerspective8,Robert Kennedy offers pragmatic solutions outside the party lines.,Robert Kennedy,Independent,18,85,neutral,2025-03-02,11:35:25,66
599,600,@libertyMovement14,Chase Oliver is expanding his base among libertarian voters.,Chase Oliver,Libertarian Party,40,160,positive,2025-03-02,12:20:45,60
